time,values
2018-01-01 00:00:00,-0.17907576285612392
2018-01-01 00:10:00,2.092614338531909
2018-01-01 00:20:00,-0.3572737755375217
2018-01-01 00:30:00,1.231023566337628
2018-01-01 00:40:00,1.2027052595918843
2018-01-01 00:50:00,-0.3355656753263668
2018-01-01 01:00:00,-0.3321989150621457
2018-01-01 01:10:00,0.5328289568739565
2018-01-01 01:20:00,0.41012627469821883
2018-01-01 01:30:00,-0.2612577101913758
2018-01-01 01:40:00,-1.0713984898301938
2018-01-01 01:50:00,0.01821670781605246
2018-01-01 02:00:00,-1.6887553042042556
2018-01-01 02:10:00,-1.699324138583821
2018-01-01 02:20:00,-1.1737554521274562
2018-01-01 02:30:00,0.28182041487261855
2018-01-01 02:40:00,0.23337936468000625
2018-01-01 02:50:00,-0.36926661989808
2018-01-01 03:00:00,0.40293581860104666
2018-01-01 03:10:00,-1.615979686715354
2018-01-01 03:20:00,0.2928244597675145
2018-01-01 03:30:00,-0.8310487954643181
2018-01-01 03:40:00,-0.5767201105705378
2018-01-01 03:50:00,0.6105876504590746
2018-01-01 04:00:00,-0.8546175060115655
2018-01-01 04:10:00,1.4616248238971834
2018-01-01 04:20:00,-0.15011747125176012
2018-01-01 04:30:00,1.488249633335002
2018-01-01 04:40:00,1.769593541815582
2018-01-01 04:50:00,-0.8134552693605432
2018-01-01 05:00:00,0.45566011483356744
2018-01-01 05:10:00,0.471708986994846
2018-01-01 05:20:00,-1.51511773530606
2018-01-01 05:30:00,0.4741870811859011
2018-01-01 05:40:00,-0.052376158126647414
2018-01-01 05:50:00,-0.47113372457660596
2018-01-01 06:00:00,-0.9345914889576309
2018-01-01 06:10:00,-0.34496061308540665
2018-01-01 06:20:00,0.5652348727442373
2018-01-01 06:30:00,1.2285019239358355
2018-01-01 06:40:00,0.781479332340803
2018-01-01 06:50:00,0.7361400284420707
2018-01-01 07:00:00,-0.8775318999474331
2018-01-01 07:10:00,-0.04255620527308641
2018-01-01 07:20:00,0.490808479262918
2018-01-01 07:30:00,0.2553691921346606
2018-01-01 07:40:00,-2.2456078475028023
2018-01-01 07:50:00,-1.1445321312158079
2018-01-01 08:00:00,-2.108893071601444
2018-01-01 08:10:00,-0.9681427412947612
2018-01-01 08:20:00,0.8835257632712817
2018-01-01 08:30:00,0.002366184921065959
2018-01-01 08:40:00,-1.0040777534137706
2018-01-01 08:50:00,0.6117543125768605
2018-01-01 09:00:00,-0.4331627712044491
2018-01-01 09:10:00,2.10568380642477
2018-01-01 09:20:00,0.6032843051484018
2018-01-01 09:30:00,-1.2829951087948595
2018-01-01 09:40:00,1.0447796641912699
2018-01-01 09:50:00,1.1552136564911142
2018-01-01 10:00:00,-0.013826454497703372
2018-01-01 10:10:00,0.7521586707848935
2018-01-01 10:20:00,2.48872066194066
2018-01-01 10:30:00,0.0015208042254376767
2018-01-01 10:40:00,-0.8482834080699255
2018-01-01 10:50:00,1.66504000080524
2018-01-01 11:00:00,-1.07058543700928
2018-01-01 11:10:00,0.07485213492683726
2018-01-01 11:20:00,1.0940812436443446
2018-01-01 11:30:00,0.189138772793178
2018-01-01 11:40:00,-1.3420336804684456
2018-01-01 11:50:00,-0.11823855019474418
2018-01-01 12:00:00,-0.20646779518580302
2018-01-01 12:10:00,0.2196318708369856
2018-01-01 12:20:00,0.7466366942528208
2018-01-01 12:30:00,-0.21474010681635833
2018-01-01 12:40:00,-1.559589498248245
2018-01-01 12:50:00,-0.6557986504071851
2018-01-01 13:00:00,0.9191231919942328
2018-01-01 13:10:00,2.6613755660006575
2018-01-01 13:20:00,0.07770222078378472
2018-01-01 13:30:00,-0.9519005135129518
2018-01-01 13:40:00,-0.1218228693840035
2018-01-01 13:50:00,0.0033725486144875693
2018-01-01 14:00:00,-0.535862586801941
2018-01-01 14:10:00,0.7947843377662105
